ID	Title	Keywords	Orders	ground_text
589	[折]品立秋装时尚男装修身棒球领夹克男潮外套修身印花立体图案	修身;印花;立体;图案	2;0;1;3	欧美风时尚潮流棒球夹克,立体修身裁剪造型,个性潮流的印花图案设计,阳光活力,街头感十足。
590	/子玛秋装新款欧美女修身不规则裙摆上衣包裙职业套装荷叶边剪裁大红色	荷叶边;剪裁;大红色	0;1;2	斜荷叶边剪裁,独具个性,飘逸美感,增加了女性柔美特质,大红色的面料,带来了非常喜庆的感觉
591	冬装新品韩版冬季女装棉衣女中长款外套大码棉服新款小棉袄潮迷人版型抽绳连帽	迷人;版型;抽绳;连帽	1;2;0;3	版型宽松舒适,简洁干练,腰间抽绳更实在方便,修饰迷人身姿。宽松的衣摆,随风舞动一下,显得那么潇洒大气,经典依旧的连帽设计,无一不体现着高端品
592	[旧款号不上架]初语新款大码薄外套针织衫女几何浅色块花色	几何;浅;色块;花色	1;2;0;3	由深及浅的色块,几何的拼接方法让衣服的分辨率很高。外套在秋天的时候,还是要花色丰富又足够漂亮,山之衣的设计灵感,让层峦叠嶂变成了现代感十足的
593	八克拉潮流民族风拼接男毛衣修身复古圆领毛线衫套头针织衫清仓100%纯棉编织细毛线保暖	100%纯棉;编织;细毛线;保暖	0;2;1;3	采用100%纯棉细毛线紧密编织,例外层拼接设计,热量被牢牢的锁住,精致细腻,最大限度的减少热量的损失,更加的保暖!
594	塔卡沙全黑小塑料袋图案贴布绣棒球衫搭配版型印花黑色	搭配;版型;印花;黑色	2;1;3;0	棒球服的设计风格,除了材质的选择,颜色与印花的设计也是非常重要的,这款基础风的版型设计,以酷炫且充满神秘感的黑色作为主色调,饰以塑料袋刺绣印花的点缀,主打青春且环保的气息感,而且这样简约的印花设计,也不凸显夸张与花哨,搭配还带来几许青春的潮流范儿。
595	茜舞秋装新款女装韩版修身气质牛仔短外套七分袖女上衣显瘦泡泡袖牛仔蕾丝	泡泡袖;牛仔;蕾丝	1;2;0	牛仔短外套,拼接蕾丝,甜美帅气,而泡泡袖设计,起到很好的修饰手臂作用。
596	卡玛装女装雪纺拼接镂空宽松针织衫女休闲毛衣镂空针织贴身	镂空;针织;贴身	0;1;2	经典的镂空针织更加具备时尚
597	艾妹儿秋季韩版小香风五分袖时尚套装女复古印花短裤落肩有型剪裁	落肩;有型;剪裁	2;0;1	简约而不简单,独特的剪裁设计出挺拔的造型,别致的落肩设计,修饰手臂线条,质感华丽,穿着有型。
598	瑞可儿秋装新款碎花上衣短款性感露腰衬衫潮露腰短款碎花	露腰;短款;碎花	2;1;0	碎花上衣,短款,腰间的绑带蝴蝶结,随意自然,性感露腰,展现小腹的姿态,甜美俏皮。
599	男士修身针织裤印花弹力长裤休闲裤100%纯棉印花美观紧身	100%纯棉;印花;美观;紧身	3;0;2;1	这款紧身休闲裤,100%纯棉质地,自然舒适,十分容易清洗。松紧裤腰带设计,更加适应人群,民族风的造型,十分美观。两侧的五角星印花设计,个性又美观
600	【品牌清仓】春季韩版男士修身圆领套头毛衣男装休闲针织衫修身贴身版型	修身;贴身;版型	1;0;2	可贴身穿着的温暖毛衣,独特创意设计使衣服更添特色,将都市男性时尚魅力展露无遗。修身的版型,简约经典。
601	精美简洁交叠v领饰皱褶女衬衫细腰后背系结上衣外套修身v领显瘦	修身;v领;显瘦	1;0;2	衣身精美简洁交叠,v领饰皱褶衬衫,细腰后背系结套,修身显瘦。
602	白彧.原创高品质九分西裤潮流免烫修身小脚男简约搭配小脚斜襟哈伦裤	搭配;小脚;斜襟;哈伦裤	2;1;0;3	斜襟设计使小脚与胯裆完美结合,轻松应对各种潮流上衣的搭配挑剔程度,哈伦裤面料的垂感将嘻哈街头风自然展现。
603	薏凡特进口面料舒适休闲宽松运动短裤大码显瘦阔腿中裤打褶透气纤维	打褶;透气;纤维	2;1;0	本款运动短裤采用高科技的阴离子纤维面料使短裤具有超强的透气能力,并且能抑制细菌滋生在运动时减少异味产生;短裤前边打褶的设计使短裤看起来有点像裙子的感觉,穿在身上既有裙子的俏皮可爱又有短裤的安全性。
604	欧洲站秋冬新款棒球服欧美卫衣长袖绣花短款外套潮搭配棒球领心形	搭配;棒球领;心形	1;2;0	棒球领型,休闲时尚,轻松百搭,简约设计不失个性,舒适实用,独特的心形设计拉链,俏皮可爱,搭配短裙或短裤都让你潮范倍增。
605	曼娅奴旗舰店春装甜美女装时尚拼接上衣简约五分袖印花套头衫几何图案装点	几何;图案;装点	0;1;2	简单的几何图案拼接,用色彩装点出别致,在张扬个性的时代,彰显出你与众不同的时尚品味
606	秋装新款男装中腰小直筒休闲长裤时尚男士灯芯绒休闲裤元素灯芯绒条纹图案	元素;灯芯绒;条纹;图案	1;2;3;0	学院风长裤,整体采用学院风长裤,采用手感丰富、质感柔软的灯芯绒的面料,条纹清晰,口袋下面还加入了个性化刺绣图案的设计元素,整体呈现年轻活力风
607	【集团庆39.9】初棉秋装新款纯色勾花镂空t恤女长袖针织料粗毛线保暖品质	针织料;粗毛线;保暖;品质	1;0;2;3	粗毛线的针织料,不易钩坏,保暖效果好;精湛的车工技术,提升品质感,浪漫甜美,轻松塑造出清新范儿。
608	/法妃尼秋装新款优雅浅蓝色气质蕾丝拼接欧根纱上衣高档蕾丝廓型	高档;蕾丝;廓型	1;2;0	这件低调奢华的蕾丝上衣,独有成熟女性的知性优雅之美,简约的廓型,流畅的线条,高档的蕾丝面料,优雅干练的气质
609	欧洲站初冬外套羊绒大衣小香风毛呢女中长款双排扣风衣圆领褶皱剪裁	圆领;褶皱;剪裁	0;2;1	时尚经典的圆领,晶莹剔透的钮扣提升唯美气质感和时尚感,完美的剪裁拼接,腰部的褶皱处理,将女生的甜美气息展露得淋漓尽致
610	时尚简约水彩手绘面孔印花半身裙名媛范褶裥裙包邮印花褶皱手绘	印花;褶皱;手绘	2;0;1	个性水彩手绘面孔印花,独具抽象艺术,尽显时尚魅力,褶皱处理,增添名媛气质
611	秋季利郎男装蒙娜丽莎系列正反两面韩版修身潮男夹克外套下摆有型美观两面	下摆;有型;美观;两面	3;2;1;0	此款男装正反两面夹克外套,经典棒球领口设计,穿着舒适,精美拉链门襟,简洁美观,别致有型的袖口设计,活动自如不受拘束,下摆平滑细致,做工精良,
612	尼班诗欧美春装新款女装显瘦宽松休闲裤泠版型曲线中腰	版型;曲线;中腰	0;2;1	独特的版型设计,个性十足。不显夸张的独特版型设计,时尚范儿十足,个性中腰设计,完美贴合身体曲线,穿着方便。
613	初棉秋装简约直筒插肩袖针织开衫女长袖纯色圆领韩版弹力撞红色大氨纶	弹力;撞红色;大;氨纶	3;0;2;1	吸湿性和透气性佳,手感细腻厚实,穿着舒适。7.1%的氨纶为其增添适度弹力,适合人群更加广泛。大身撞红色线,打破衣服原有沉闷感,使其变得灵动有活力
614	春装新款马卡龙拼色菱格衍棉拼接套头卫衣女菱格婴儿蓝纹理拼色	菱格;婴儿蓝;纹理;拼色	3;1;0;2	清新马卡龙拼色,婴儿蓝与樱花粉,低饱和度色彩试图让这个秋日变得甜美、梦幻起来。菱格衍缝车出细腻精致的纹理,打造唯美的休闲主义单品。
615	品立秋装新品时尚男装微领撞色花衬衫长袖衬衣潮修身碎花立体	修身;碎花;立体	1;2;0	经典时尚休闲碎花衬衫,立体修身裁剪的造型,沉稳内敛的风格设计,尽显都市型男魅力。
616	秋装新款真两件羊毛毛针织连衣裙女衫羊毛搭配荷叶领	羊毛;搭配;荷叶领	2;0;1	美式学院,经典优异荷叶领设计,柔美大气,外搭舒适羊毛毛织衫,早秋的经典搭配。
617	尼班诗欧美冬装新款女装纯色气质轻薄显瘦羽绒服女学生霖亮面百变纯色版型	亮面;百变;纯色;版型	2;0;3;1	纯色亮面羽绒服,两款靓丽颜色可选。采用优质的面料,不一样的质感。独特的版型设计,穿出不一样的感觉,百变随性的风格设计,简约而不简单。
618	帛薇儿春装新品双层性感蕾丝连衣裙欧美原创优雅长裙女顺滑丝缎双层蕾丝	顺滑;丝缎;双层;蕾丝	3;2;0;1	性感蕾丝双层连衣裙,轻盈剔透的薄纱,顺滑和细腻,如丝缎般的光泽,自然柔亮。
619	女装春装连衣裙子娃娃领雪纺连衣裙单排扣雪纺裙印花翻领元素印花减龄	翻领;元素;印花;减龄	2;1;0;3	优美的印花布满整个衣身,伦敦设计们的印花情结,大热的印花元素,在今年时装秀场中抢足了风头印花清晰,色彩沉稳,随性先锋,彼得翻领的设计,减龄效
620	/吉普男装春秋款外套纯棉男士休闲百搭宽松翻领夹克保暖防风立领顺滑	保暖;防风;立领;顺滑	2;1;0;3	这款夹克外套,挺括立领的设计,不仅能够有效防风保暖,也让整体更显随性自由,更具休闲运动范。前身的拉链,顺滑易拉不卡顿,穿脱方便快捷。
621	【清仓不退换】均码针织衫套头长袖毛衣修身欧美打底搭配修身y型亲肤	搭配;修身;y型;亲肤	3;2;1;0	舒适亲肤的面料,透气性可佳,更是与衣服别致款型完美结合。y型的轮廓大气十足,修身百搭的单品,风格不受拘束,搭配更不费力气。
622	秋冬新款欧美街头潮人中长款衬衫大码长袖格子长外套插袋立体剪裁	插袋;立体;剪裁	1;2;0	精细立体剪裁,上身依然不失挺括。高插袋设计,增添随意洒脱,随手百搭。《欧范小姐》:时尚编辑simple
623	秋装新款大码女装短外套棒球服女绣花开衫薄款春秋休闲夹克衫印花欧根纱透气	印花;欧根纱;透气	1;0;2	本款采用欧美进口欧根纱,欧美最流行的印花拼接工艺,110道手工精工细作,舒适、透气、奢华。
624	半身裙女秋冬职业短裙包臀裙工作裙西装裙遮胯黑色显瘦一步裙垂感开叉修身黑色显瘦	开叉;修身;黑色;显瘦	1;2;3;0	修身的裁剪,能够最大限度地修饰身材的不完美。包臀裙,展现凹凸有致的好身材。无限包容的黑色,非常显瘦。后摆正中低开叉,突破了正装的严肃感,增添了性感的气息,正装也可以这样美!
625	尚左束钦意大利进口小牛皮真皮皮衣男士时尚机车风格羊羔毛领古铜色小牛皮保暖性软化	古铜色;小牛皮;保暖性;软化	1;3;2;0	我可以说脏话么?屌爆的一款男士机车夹克!采用意大利进口的头层小牛皮制作,特殊软化处理,穿着柔软舒适,内里加入羊羔毛,保暖性极佳,外部设计风格明显,每一道缝合处都采用古铜色擦色处理,完美勾勒出硬朗的轮廓线条
626	美千代专柜正品秋季女装新品优雅气质雪纺宽松格子蕾丝连衣裙泡泡袖元素格纹蕾丝	泡泡袖;元素;格纹;蕾丝	2;1;0;3	格纹元素,时尚大气,泡泡袖设计,尽显优雅气质,淑女范十足,蕾丝拼接,带来柔美气息,娴静大方
627	妈妈春装外套女40-50岁春新款中老年人女装中年春秋风衣裙摆版型曲线直筒	裙摆;版型;曲线;直筒	1;3;0;2	清新脱俗的开衫,版型上打破传统,容易穿出层次的立体感。宽松直筒版型,裙摆自然散开,视觉有张有弛,展现你的优美曲线。经典百搭不过时,非常时尚大方。
628	浪漫宣言秋装新款外套简约显气质直筒西装元素立体修身	元素;立体;修身	0;1;2	秋季里时尚mm衣柜的必备单品,借鉴国际流利趋势,容日知性的设计元素,更具现代感设计,立体修身裁剪设计,已成为日常百搭必备款。
629	香蕉宝贝秋新品套头圆领长袖卫衣太空棉宽松上衣女短款外套版型廓形h型立体	版型;廓形;h型;立体	2;0;3;1	以h型为主,整体简约的设计感,营造一种纯粹的美感。简洁流畅的线条,宽松的版型,甜美色调散发俏皮的气息。立体的廓形,休闲风与优雅情调间尽情玩混搭
630	特价清仓早秋装新款女装欧根纱长袖t恤潮t女韩版蕾丝打底衫迷人新的欧根纱立体	迷人;新的;欧根纱;立体	0;2;3;1	精简有时候比繁复更加迷人,散发着简洁利落的气质,落落大方。欧根纱上的精致刺绣,只有高级礼服才有的工艺,3d立体的呈现效果,时尚新的指标,潇洒休
631	角斗士韩版青年格纹男士牛仔裤潮男修身牛仔长裤小脚裤牛仔牛仔布耐磨金属	牛仔;牛仔布;耐磨;金属	0;1;2;3	都说牛仔具有复古情怀,果不其然,穿上这条裤子,让你体验那种复古的感觉;采用牛仔布制作,结实耐磨,整体设计以简约为主,复古的金属纽扣,更加体现裤子的复古感,更显精致;后袋的设计体现它的与众不同,简约的外观看上去一点也不呆板;
632	小虫秋季新款欧美大牌长袖印花t恤圆领上衣套头版型廓型	套头;版型;廓型	0;2;1	简单的套头t,廓型简洁大方,线条流畅,宽松的版型,包容性强,一点都不挑人。
633	抹茶生活毛呢外套秋冬女装茧型大衣女款中长款优雅气质羊毛廓形大红色	羊毛;廓形;大;红色	2;1;0;3	大廓形的简约羊毛大衣,充满了欧美范,一种发自骨子里的大气。红色女郎活在秋冬也要性感起来。
634	●高级定制静谧の少女&古典宫廷重工蕾丝连衣裙长裙蕾丝搭配纯白色	蕾丝;搭配;纯白色	1;2;0	出尘宛若精灵一般的气质,想必每个喜爱洋装的少女都有会这样唯美的心愿。长裙是最温柔如水的服饰,搭配上精致的纯白色重工蕾丝,似乎时刻都在这个喧闹的世界中表示着自己的华丽又独特的唯美感,不过也正是这种独特的美,让其能够更显少女的静谧之感。
635	皮皮狗羊绒衫女纯羊绒短款新款女装蝴蝶结镶钻立领百搭淑女装减龄元素蝴蝶结一体	减龄;元素;蝴蝶结;一体	2;1;3;0	蝴蝶结的俏皮可爱众所周知,而这件羊绒衫将蝴蝶结元素应用在领口的设计中,瞬间让自己的颈部变成引人注目的焦点部位,衬托娇小脸型,使整体更具完整饱满的一体感,更让减龄不幼稚的效果发挥到最大化。炎炎秋日更需要这样轻盈靓丽的款式来点亮美丽心情,天真烂漫,优雅温柔,让你走在哪里都绝对是独一无二的目光焦点。
636	毛衣男秋装修身外套条纹套头针织衫线衫英伦男士线衣潮爆裂纹理布平衡	爆裂;纹理;布;平衡	3;2;0;1	意想不到的绝美的线条构图,在混乱之中有着极佳的平衡排布,于是这种突兀的爆裂纹理就上升为追捧的主角。
637	衣玲衣欧洲站早秋套装新款印花花朵修身显瘦长袖两件套装裙修身曲线版型显瘦	修身;曲线;版型;显瘦	0;3;2;1	套装甜美可爱,修身显瘦的版型勾勒出你玲珑的曲线,精湛的工艺,打造完美的穿着效果,充满十足的女人味
638	【/超值秒杀粉丝福利不可退换】修身套头毛衣裙下摆条纹堆领	下摆;条纹;堆领	2;1;0	独特的堆领设计个性随意不拘束,配上复古的条纹更加吸睛,宽松的下摆休闲风格瞬间带给你美好享受。
639	翻领单排暗扣插肩抽褶长袖色织真丝风衣不限身材显瘦修身真丝色织长	修身;真丝;色织;长	1;2;3;0	真丝色织大提花是真丝织造的巅峰作品,采用的是真丝色织大提花,因其制作周期长,价格贵一般只有高级定制才会采用,voa推出的这款不限身材,修身大气的
640	羽绒服男拼接撞色韩版休闲男装外套潮分割保暖遮挡连帽	分割;保暖;遮挡;连帽	3;2;1;0	本款男士羽绒服采用经典款式的连帽设计,在遮挡风霜雨雪的同时起相应的保暖作用;精致细腻的走线遍布全身,完美的将羽绒服均匀分割;更有小巧的肩部拼
641	【点秒杀】修身拼接撞色双排扣大衣外套撞色修身版型	撞色;修身;版型	1;0;2	修身百搭拼接撞色双排扣大衣外套,版型简约修身,细节的点缀使整体造型看起来素雅而具有高贵气质,如同女人的干练聪慧一样令人赞叹。
